site,lat,lon
RPUWD Scheuer Well Solar Project,34.11193,-117.27326
"Rudy Solar, LLC",34.766389,-117.323611
Ruff Solar LLC,35.32062,-81.7634
Runway  Solar Farm,33.667675,-78.917988
Runway Solar Farm,33.667675,-78.917988
Ruskin Solar,35.274,-78.022
Rutan,34.643889,-118.163056
Rutherford Farm,35.257778,-81.830556
Ryland Road Solar,36.27585,-76.64867
Sabattus Solar LLC,35.819,-78.135
Sacramento (SMUD),38.587222,-121.457778
Sacramento Fairbain Water Treatment Plan,38.554802,-121.416791
Sacramento Fairbain Water Treatment Plant,38.554802,-121.416791
Sacramento Point West Medical Offices,38.596314,-121.428022
Sacramento Regional County Sanitation PV,38.448604,-121.46369
Sacramento Soleil LLC,38.44979,-121.16469
Sadiebrook NC Solar,34.44,-78.658
Salisbury Solar,35.632585,-80.422626
Saluda Solar II,34.011,-81.739
"Saluda Solar, LLC",33.96839,-81.7829
"Samarcand Solar Farm, LLC",35.311667,-79.695
Sampson Solar,34.961039,-78.470536
San Antonio West Solar Rooftop,33.965617,-117.659059
San Diego - EMDF at San Diego,32.590258,-116.91949
San Diego - NCRC at Vista,33.190283,-117.255584
San Diego State University,32.778225,-117.070114
San Joaquin Solar,36.527,-120.149
San Pablo Raceway,34.723748,-118.280345
Sand Drag LLC,35.982778,-120.110277
Sandrini Solar 100,35.113189,-119.110453
Sandrini Solar 200,35.1026,-119.054119
"Sandy Cross Solar, LLC",35.868333,-77.954167
Sandy Solar,36.33,-76.058
Santa Fe Springs Rooftop Solar BLDG H,33.910833,-118.044444
Santa Fe Springs Rooftop Solar BLDG M,33.910833,-118.044444
Santa Rosa Junior College Petaluma Solar,38.46905,-122.72188
Sapphire Solar,33.887786,-79.783683
Sarah Solar,36.139444,-78.146944
SAS Solar Farm,35.8136,-78.7503
Saw Solar,35.556436,-80.651804
Sawtell Solar,35.380139,-82.375953
Scarlet Solar,35.287803,-77.795061
Scarlet Solar (CA),36.597542,-120.362336
SCCCD - Clovis Community College,36.885463,-119.731899
SCCCD - Fresno Community College,36.76655,-119.79858
SCDA Solar 1,38.690186,-121.586514
SCE&G Curie CSG,32.89,-81.106
SCE&G Nimitz CSG,32.497759,-80.956084
SCE&G Springfield CSG,33.491,-81.297
SCE-Snowline-Duncan Road (North),34.473889,-117.562778
SCE-Snowline-Duncan Road (South),34.471389,-117.562222
SCE-Snowline-White Rd (Central),34.415278,-117.47
SCE-Snowline-White Road (North),34.4175,-117.469722
SCE-Snowline-White Road (South),34.413056,-117.470833
Schell Solar Farm,36.435556,-77.566389
"Scotch Bonnet Solar, LLC",34.53827,-77.908113
SCV Water - Gladbach Water Treatment Plant Phases I and II,34.433332,-118.510837
SDCCD - Miramar,32.906111,-117.121389
SDCWA - Twin Oaks,33.21,-117.170556
"SE Athos II, LLC",33.751283,-115.35499
Seaboard Solar LLC,36.476944,-77.467778
Seabrook Solar,32.56445,-80.742047
Seagrove,35.532427,-79.787634
Sealed Air Madera Solar Project,36.945582,-120.056016
SeaWorld Aquatica,32.586536,-117.004884
Sedberry Farm,35.243889,-79.321667
Sellers Farm Solar,34.881973,-79.665351
Selma Solar LLC,35.576389,-78.183333
Selwyn Farm,34.974485,-79.991608
SEPV 1,34.618861,-117.939444
SEPV 18,34.613602,-117.93439
SEPV 2,34.174167,-116.152778
SEPV 8,34.171944,-116.1525
SEPV Imperial Dixieland East,32.792038,-115.773448
SEPV Imperial Dixieland West,32.79411,-115.779317
SEPV Mojave West,35.022903,-118.282694
SEPV Palmdale East,34.613056,-117.938889
SEPV9 Power Plant,34.192222,-116.090278
Seville 1,33.1125,-116.0139
Seville 2,33.1101,-116.0059
SFDK Solar,38.132245,-122.231965
Shafter Solar LLC,35.393333,-119.127778
Shankle Solar Center LLC,34.943889,-79.195833
Shannon Farm,34.8475,-79.128889
Shasta Solar Farm,41.031389,-121.4225
"Shaw Creek Solar, LLC",33.674689,-81.754444
Shawboro PV1,36.433333,-76.087222
Sheep Creek Community Solar Farm,34.571845,-117.576176
"Shelby Randolph Road Solar 1, LLC",35.309229,-81.588436
Shelby Solar Energy Generation Facility,35.2536,-81.5956
Shelter Creek Condominiums Solar,37.61909,-122.4289
Shelter Solar,34.983772,-79.268026
Shieldwall Solar,36.455422,-77.885106
Shiloh Hwy Solar,36.27,-76.033
"Shoe Creek Solar, LLC",34.84492,-79.38472
Shorthorn Holdings,34.680287,-79.54074
"SID Solar I, LLC",35.258647,-81.505606
Sierra Pacific Chinese Camp,37.883393,-120.454433
Sierra Pacific Industries (2042-RD),40.121389,-122.191944
Sierra Solar Greenworks,34.703611,-118.334167
Sigmon Catawba Farm,35.612222,-81.243333
"Siler 421 Farm, LLC",35.747372,-79.449675
Siler City Solar 2,35.688107,-79.465408
Siler Solar LLC,35.720841,-79.503747
Silveira Ranch Road Solar,38.153474,-122.56565
Simons Farm,36.306389,-76.997222
Smith Solar Farm,34.775083,-79.558408
SMUD at Fleshman,38.237778,-121.3375
SMUD at Grundman,38.364722,-121.41278
SMUD at Lawrence,38.338868,-121.431342
SMUD at Van Conett,38.253056,-121.278888
Sneads Grove,34.79217,-79.465814
"Snow Camp Solar, LLC",35.86267,-79.42346
Snow Hill Solar 2 LLC,35.444167,-77.649444
Soboba Community Solar Project,33.767061,-116.905874
"SoINCPower5, LLC",36.052801,-77.762458
"SoINCPower6, LLC",36.443,-76.581
Sol Orchard El Centro PV,32.803333,-115.546389
Solar Blue,36.173967,-119.904349
Solar Blythe 2,33.618678,-114.696182
Solar Blythe LLC,33.5917,-114.7444
Solar Gen 2 Solar Facility,33.08,-115.47
"Solar Lee, LLC",35.184704,-78.08459
Solar Oasis LLC,34.648889,-118.076667
Solar Photovoltaic Project #42,36.028056,-119.074722
Solar Star 1,34.8181,-118.4036
Solar Star 2,34.848611,-118.352778
Solar Star California II LLC,38.516389,-121.47528
"Solar Star California, XLI, LLC",34.839012,-118.386843
"Solar Star California, XLIV, LLC",34.511889,-117.922819
Solar Star North Carolina II LLC,36.425,-77.064
"Solar Star Palo Alto I, LLC",37.411011,-122.148864
Soluga Farms 1,35.243056,-78.386944
Soluga Farms 2 LLC,34.500008,-78.689167
Soluga Farms III,35.219272,-78.673331
Soluga Farms IV,35.21871,-78.669479
Solverde 1,34.655694,-118.298166
Sonne One,35.437222,-77.833611
Sonne Two,35.656667,-81.183611
Sonora 1,37.889753,-120.528723
Sophie Solar,35.305,-81.696944
Soscol Ferry Solar,38.237422,-122.275184
Soul City Solar,36.25,-78.25
South Atlantic Services Solar Farm I,34.290189,-77.975668
South Cary WRF Solar Array,35.651667,-78.757222
South County Detention Center Solar,36.039,-119.061
South Louisburg Solar,36.057,-78.308
South River H4 Solar Energy Storage,35.04247,-78.586978
South Robeson Farm,34.561146,-79.28097
South Solar,33.995392,-79.606062
"South Winston Farm, LLC",36.0288,-80.302
Southerland Farm Solar,36.265611,-78.367806
"Southern Current One, LLC",32.947262,-81.215942
Southwick Solar,36.009321,-79.367698
"Speedway Solar NC, LLC",35.218,-80.536
"Spencer Farm, LLC",35.712886,-80.407853
Spencer Meadow Solar Energy Storage,35.718429,-79.909481
Spicewood Solar Farm LLC,35.3025,-79.701667
"Spring Hope Solar 2, LLC",35.90708,-78.19376
"Spring Hope Solar 3, LLC",35.905578,-78.192464
"Spring Valley Farm 2, LLC",36.371111,-78.415278
Springbok Solar Farm 1,35.249167,-117.955278
Springbok Solar Farm 2,35.250031,-117.976847
SSI West Riverside Landfill LLC,33.980601,-117.375494
St. Matthews Solar,33.6867,-80.7586
"St. Pauls Solar 1, LLC",34.7716,-78.9836
St. Pauls Solar 2,34.7691,-78.981
Stage Gulch Solar,38.216841,-122.542866
Stagecoach Solar,36.414722,-78.459722
Stainback Solar Farm,36.395286,-78.328294
Stanford Campus Solar,37.43434,-122.16077
"Stanly Solar, LLC",35.289722,-80.235556
Star Solar,36.08,-78.823889
Starr,35.015398,-78.350802
Stateline Solar,35.6,-115.4
Statesville Solar,35.739704,-80.712405
Stenner Creek Solar,35.32,-120.691
Stikeleather Farm,35.902222,-81.106111
Stone Solar,34.583119,-79.031836
"Stony Knoll Solar, LLC",36.288,-80.656
Stout Farm,36.079167,-79.199722
Strata Roof 1,38.643527,-121.505506
"Strider Solar, LLC",35.6,-79.79
Stroud Solar Station,36.531389,-120.106944
Sugar Run Solar,36.437752,-76.597825
"Sugar Solar, LLC",36.1607,-80.6574
Summer North Solar,34.723056,-118.289722
Summer Solar A2,34.723056,-118.289722
Summer Solar B2,34.723056,-118.289722
Summer Solar C2,34.723056,-118.289722
Summer Solar D2,34.723056,-118.289722
Summer Solar LLC,34.714703,-118.311006
Summit Farms Solar,36.4765,-76.136
Summit Solar,35.22732,-78.03749
Sun City Project LLC,35.983056,-120.110277
Sun Devil Solar,36.432,-77.9703
"Sun Farm V, LLC",36.160629,-76.489357
"Sun Farm VI, LLC",36.114444,-76.507778
"Sun Farm VIII, LLC",36.06,-77.75
Sun Harvest Solar NDP1,37.05758,-120.653625
Sun Pacific - Lerdo,35.499809,-119.145254
SunAnza,33.555267,-116.639647
"Suncaster, LLC",35.504069,-77.969554
SunE Rochester,34.097728,-117.544529
SunEdison Anheuser Busch Fairfield,38.232108,-122.092706
SunEdison Ironwood State Prison,33.567268,-114.917979
SunEdison LV Sutton Plant Site,34.2867,-77.9814
SunEdison Procter & Gamble Oxnard,34.2089,-119.13
SunEdison Walgreens Moreno Valley,33.8672,-117.23
SunEdison Walmart Apple Valley DC,34.5975,-117.2
"SunEnergy1-Scotland Neck, LLC",36.124961,-77.409085
Sunfish Farm,35.558056,-78.735833
Sunflower Solar,36.395,-77.593
Sunflower Solar LLC,33.730956,-79.827864
"Sunny Cow Solar, LLC",35.2581,-119.1492
Sunray 2,34.863356,-116.827627
Sunray 3,34.863356,-116.827627
Sunset Reservoir North Basin,37.750894,-122.481758
Superior Almond Hulling,36.442188,-120.387422
Sutter Home Winery GIR,38.193407,-122.260435
Sutter Home Winery TCC,35.735606,-120.685274
Sutter Santa Rosa Solar,38.494525,-122.751988
Swamp Fox Solar,33.791505,-81.256166
"Swansboro Solar, LLC",34.810913,-77.21041
Sweetgum Solar,35.458333,-79.181111
"TA-Acacia, LLC",34.689167,-118.324722
TA-High Desert LLC,34.708889,-118.304722
Tahquitz High School,33.767222,-117.0175
Tamworth Holdings,34.745617,-78.421185
Tanager Holdings,35.7527,-79.784627
Tarboro Solar,35.858056,-77.499167
Target Shafter,34.11193,-117.27326
Target Woodland Solar Project,38.682746,-121.723451
Tart Farm,35.204444,-78.681111
Tate Solar,36.066109,-78.029612
Taylorsville Solar LLC,35.909074,-81.152498
Tedder Solar,34.301806,-79.924456
Tejon Castac Water District Solar,35.0009,-118.8983
"Temescal Canyon RV, LLC",33.826389,-117.511667
Tequesquite Landfill Solar PV Project,33.97819,-117.38514
Terra Francesco,34.039722,-117.606667
"Thanksgiving Fire Solar Farm, LLC",35.701,-78.327
"Thigpen Farms Solar, LLC",34.709198,-79.351904
Thomas Solar,34.087886,-80.115475
Thornton PV1,35.395833,-77.661667
Three Bridge,34.6705,-79.2001
Tiburon Holdings,35.903333,-80.416944
Tides Lane Farm,36.06936,-78.298796
Tinker (NC),35.688268,-79.136921
Tipton 1 - (CA),36.050157,-119.314715
Tipton 2 - (CA),36.050157,-119.314715
Titan Solar 1 (CA),33.125786,-115.911059
Tolson Solar,35.829572,-77.615869
Topaz Solar Farm,35.405556,-120.068611
Town of Cary,35.651667,-78.757222
Tracy Solar,35.7998,-78.1398
Tranquillity ID,36.648026,-120.24594
Trask East Solar,32.470606,-80.748189
Trent River Farm,35.059582,-77.186594
"Trent River Solar, LLC",34.9915,-77.2514
Trinity Solar,35.87025,-79.9282
Tripple State Farm,35.734972,-80.774867
"Trojan Solar, LLC",34.312472,-78.20425
Trona Solar III,35.804953,-117.350572
Tropico Solar PV Plant,35.831944,-119.056111
Truman (NC),35.713283,-78.326891
Tulare 1 and 2,36.2,-119.42
Tulare Akers Professional Center,36.322,-119.351
Tulare CSG LLC,35.98738,-119.48043
Turkey Branch Solar LLC,34.524444,-79.104444
Turkey Creek PV1,36.441359,-77.135575
TWC,36.122809,-119.447658
TWE Bowman Solar Project,33.316159,-80.68244
"TWE Chocowinity Solar, LLC",35.501688,-77.105614
"TWE New Bern Solar Project, LLC",35.154273,-77.13432
Two Lines Farm,35.629167,-81.326667
Two Mile Desert Project,36.22,-76.46
Two Mile Solar,36.223056,-76.461944
UC Davis South Campus,38.55,-121.75
UC Riverside Lots 30 & 32,33.97036,-117.33099
Underwood PV2,36.419353,-77.049537
Univ of California San Diego Solar,32.874379,-117.238927
University of California Santa Cruz,36.9997,-122.0622
University of the Pacific,37.980054,-121.312418
Upchurch Solar Center LLC,35.781944,-77.883889
US GSA - Sacramento,38.601354,-121.397929
US-TOPCO (Soccer Center),34.66072,-118.081152
USG 1,32.79278,-115.857336
USG 2,32.790403,-115.863214
USPS PV,33.977922,-118.2587
VA Sepulveda Ambulatory Care Center,34.248889,-118.483333
Vaca Dixon Solar Station,38.4106,-121.9264
Vacaville Hospital,38.38867,-121.93864
Valencia 1 Solar CA,33.04358,-115.62779
Valencia 2,33.0218,-115.52641
Valencia 3,32.88567,-115.53765
"Valentine Solar, LLC",34.90422,-118.384341
Vallecitos Water District,33.212535,-117.177029
Valley Center,33.2503,-117.0226
Valley Center 1,33.234167,-117.001667
Valley Center 2,33.234167,-117.001667
Valley Sanitary District WTP Solar,33.708661,-116.198885
Van Buren,34.984045,-78.527499
"Van Slyke Solar Center, LLC",35.776992,-77.880517
"Vance Solar Farm, LLC",36.258478,-78.411966
Vandenberg Solar Project,34.749708,-120.509982
Vaughn Creek PV1,36.451012,-77.120595
Vega Solar,36.925833,-120.82
Venable Solar 1,33.598889,-114.571667
Venable Solar 2,33.597222,-114.571667
Ventura Solar,34.399199,-118.901987
"Ventura Solar, LLC",35.878809,-81.177116
Vickers,35.823333,-79.080278
Vicksburg Solar,36.325,-78.343056
Victor Dry Farm Ranch A,34.501111,-117.466667
Victor Dry Farm Ranch B,34.497778,-117.471111
Victor Mesa Linda B2,34.512778,-117.387222
Victor Mesa Linda C2,34.511389,-117.387222
Victor Mesa Linda D2,34.509444,-117.387222
Victor Mesa Linda E2,34.508056,-117.387222
Victory Pass,33.701001,-115.316292
Vikings Energy Farm,32.803363,-115.27174
Vinam,34.668889,-118.061389
Vincent Solar,34.091583,-80.108313
Vintner Solar,35.55795,-120.68287
Violet Solar,35.401091,-80.4185
Viper Solar,34.934886,-78.962159
"Virginia Line Solar, LLC",36.523774,-78.285361
Visalia CSG LLC,36.30677,-119.23999
"VS RXI Mason-Chatsworth, LLC",34.235,-118.579
Vulcan San Emidio Solar,35.049,-119.1812
Waco Farm,35.352222,-81.426111
Wadesboro 4,35.102174,-80.122015
Wadesboro Farm 1,34.99115,-80.09732
Wadesboro Farm 2,35.023406,-80.093192
Wadesboro Farm 3,34.969356,-80.051028
Wadesboro Solar,34.973863,-80.028987
Wagstaff Farm 1,36.458658,-78.956739
Wake RJ3 Solar Energy Storage,35.953947,-78.424019
Wakefield Solar,35.814236,-78.312403
Walgreens Woodland Distribution Center,38.674894,-121.713362
Wallace,34.75813,-77.97173
Walnut Unified School District Walnut HS,34.02188,-117.85051
Walters Solar (FLS 260),34.496944,-79.048889
Warbler Holdings,35.318824,-81.623934
Warren Solar Farm LLC,35.252,-78.369
Warrenton Farm,36.415,-78.171111
Warrenton I Solar,36.412,-78.178
Warsaw Farm,35.005556,-78.125833
Warsaw I,35.01,-78.11
Warsaw II,35.01,-78.05
Washington Airport Solar LLC,35.565278,-77.053611
"Washington Millfield Solar, LLC",35.499444,-76.833611
Washington Solar,36.272037,-79.792474
Washington Solar (SC),34.238081,-79.251953
Washington White Post Solar LLC,35.5052,-76.8484
Watauga Solar,34.523944,-79.844619
Watson Seed Farm PV1,36.129722,-77.721389
Watts 3115,34.600833,-117.642222
Watts Farm,34.726944,-79.335278
Wayne Solar I LLC,35.221083,-78.019026
Wayne Solar II LLC,35.31556,-78.07948
Wayne Solar III LLC,35.324377,-77.871225
Weaver Solar,34.069422,-80.078469
Wedge,35.416191,-77.919201
Wellons Farm,35.511698,-78.291129
Wendell Solar Farm LLC,35.734581,-78.354999
West Gates Solar Station,36.142222,-120.1325
West Salisbury Farm LLC,35.668333,-80.523611
West Siler,35.720841,-79.503747
West Siler Farm LLC,35.720841,-79.503747
West Tambo Clean Power II,37.360955,-120.719395
West Village Solar - Array 1Community So,38.542791,-121.77752
West Village Solar - Array 1Community Solar,38.542791,-121.77752
West Village Solar - Array 2 Community S,38.542747,-121.77659
West Village Solar - Array 2 Community Solar,38.542747,-121.77659
Western Antelope Blue Sky B,34.73206,-118.313573
Western Antelope Blue Sky Ranch A,34.681667,-118.324722
Western Antelope Dry Ranch,34.688889,-118.320278
Westlands Solar PV Farm,36.138056,-120.075833
Westmont 300A,33.766067,-118.288925
Westmont 300B,33.766067,-118.284733
Westmont 301,33.763012,-118.286558
Westmont 400B,33.764227,-118.284733
Westside Solar Power PV1,36.219,-119.907
Westside Solar Station,36.378726,-120.124898
Weymouth Solar Plant,34.108618,-117.782246
Wheeler Ridge,35.082,-119.316
Wheeler Ridge 2,34.9846,-118.9085
Whiskey Solar,35.273434,-79.736312
Whitakers,36.127222,-77.734444
Whitakers Farm (Fisher Rd),36.115542,-77.725147
White Cross Farm,35.907144,-79.188297
"White Farm Solar, LLC",36.34764,-77.22244
White Horse Solar A,34.786327,-82.398437
White River Solar,35.871389,-119.4625
White River Solar 2,35.874722,-119.046111
White Street Renewables,36.10447,-79.723622
Whitehall Solar LLC,34.039056,-79.916656
Whitetail Solar,34.398056,-79.383611
Whitethorn Solar LLC,37.691,-121.717
Whitney Point Solar,36.376889,-120.138472
Whitt Solar,34.721613,-82.524315
Wildflower Solar 1,38.705,-121.477
"Wildwood Solar I, LLC",35.615833,-119.578333
Wildwood Solar II,35.63,-119.573889
Wilkinson Solar LLC,35.596814,-76.763849
Willard Solar,34.70249,-77.9697
Williamston Solar,35.801111,-77.063056
"Williamston Speight Solar, LLC",35.887545,-77.164201
"Williamston West Farm, LLC",35.836544,-77.108044
Willis Solar,33.984625,-79.564983
"Willow Spring Solar, LLC",34.826697,-118.335211
Wilson Farm 1,35.803611,-77.873611
Wilson Solar Farm 1,35.7,-77.9
Wilson Solar Farm 2,35.683,-78.016
Wilson Solar Farm 3,35.78,-78.0
Wilson Solar Farm 4,35.7,-78.0
Wilson Solar Farm 5,35.68,-77.87
Wilson Solar Farm 6,35.68,-77.87
Wilson Solar Farm 7,35.75,-78.0
Windhub Solar A LLC,35.0199,-118.2879
"Windsor Cooper HIill Solar, LLC",35.981944,-76.917778
Windsor Floating Solar,38.53917,-122.81508
Windsor Hwy 17 Solar,36.021253,-76.872438
Windsor Solar,36.016944,-76.883056
Winton Solar,36.375,-76.938889
Wistaria Ranch Solar,32.676,-115.619
Wister Solar,33.269426,-115.502954
Wonderful Firebaugh,36.835981,-120.3205
Wonderful Huller & Shelling,35.57609,-119.78885
Wonderful Huller & Shellling,35.57609,-119.78885
Wonderful Kings,35.769028,-119.868469
Wonderful Lost Hills,35.66934,-119.87658
Wonderful Nursery,35.617738,-119.392378
Wonderful Orchards - Belridge,35.50012,-119.74935
Wonderful Orchards - New Columbia,36.8249,-120.317876
Wonderful Orchards - West Valley,35.658203,-119.972953
Wonderful Orchards - Westside,35.73277,-119.74523
Woodfields Solar,34.188925,-82.134332
Woodfin Solar,35.660109,-82.598383
Woodland Church Farm,35.058333,-77.853611
Woodland Solar,36.341944,-77.221111
Woodleaf Solar Facility,35.724427,-80.608449
Woodmere Solar Farm,35.323056,-118.821389
"Woodsdale Farm, LLC",36.464,-78.95
Wortham Solar Farm,36.352489,-78.376344
Wright Solar Park,37.009444,-120.957222
"Wyse Fork Solar Farm, LLC",35.21377,-77.503222
Xebec 1,34.224041,-118.392921
XPF Solar Field,35.911667,-78.873333
Yadkin 601 Farm,36.199167,-80.697222
Yadkinville Solar,36.13727,-80.596009
Yanceyville Farm,36.439444,-79.278889
Yanceyville Farm 2 LLC,36.413889,-79.316944
"Yanceyville Farm 3, LLC",36.428608,-79.348886
Yemassee Solar,32.705139,-80.903275
Yolo County Solar Project,38.659722,-121.7294
"York Road Solar I, LLC",35.222208,-81.333702
Zonneveld Oak Grove,36.457362,-119.763582
"Zuma Solar, LLC",36.510939,-79.437885
ZV Solar 1,34.81319,-79.20143
ZV Solar 2,34.816,-79.2
"ZV Solar 2, LLC",34.816,-79.2
"ZV Solar 3, LLC",34.816182,-79.200218
