site,signature,n_blocks,age_years,horizon_months,R_now,R_future,cond_prob_failure,expected_failures,expected_failures_block_level,beta,eta,distribution,loglik,stratum,credibility_Z,left_truncated
McFarland B Solar and Storage,TRACKER,152,0.999,36,0.973772,0.888701,0.087363,0.087363,13.2792,1.0748,29.209,weibull,,fleet,0.2,True
"McGoogan Farm, LLC",BLOCK_OUTAGE,3,10.335,12,0.328106,0.290278,0.115292,0.115292,0.3459,1.1292,9.3899,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",BLOCK_OUTAGE,3,10.335,24,0.328106,0.25645,0.218392,0.218392,0.6552,1.1292,9.3899,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",BLOCK_OUTAGE,3,10.335,36,0.328106,0.226269,0.310378,0.310378,0.9311,1.1292,9.3899,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",BOS_INTERMITTENT,3,10.335,12,0.206871,0.168616,0.18492,0.18492,0.5548,1.3211,7.3259,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",BOS_INTERMITTENT,3,10.335,24,0.206871,0.13663,0.339541,0.339541,1.0186,1.3211,7.3259,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",BOS_INTERMITTENT,3,10.335,36,0.206871,0.110098,0.467794,0.467794,1.4034,1.3211,7.3259,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",OUTAGE_FULL,3,10.335,12,0.521118,0.484317,0.070619,0.070619,0.2119,1.153,14.9815,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",OUTAGE_FULL,3,10.335,24,0.521118,0.449667,0.137111,0.137111,0.4113,1.153,14.9815,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",OUTAGE_FULL,3,10.335,36,0.521118,0.417108,0.199589,0.199589,0.5988,1.153,14.9815,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",SOILING,3,10.335,12,0.631616,0.598166,0.052959,0.052959,0.1589,1.2118,19.6348,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",SOILING,3,10.335,24,0.631616,0.565906,0.104034,0.104034,0.3121,1.2118,19.6348,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",SOILING,3,10.335,36,0.631616,0.534872,0.153169,0.153169,0.4595,1.2118,19.6348,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",TRACKER,3,10.335,12,0.720809,0.696598,0.033588,0.033588,0.1008,1.0748,29.209,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",TRACKER,3,10.335,24,0.720809,0.673048,0.06626,0.06626,0.1988,1.0748,29.209,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",TRACKER,3,10.335,36,0.720809,0.650158,0.098016,0.098016,0.294,1.0748,29.209,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",UNATTRIBUTED,3,10.335,12,0.061002,0.043953,0.279489,0.279489,0.8385,1.2,4.3863,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",UNATTRIBUTED,3,10.335,24,0.061002,0.031484,0.483888,0.483888,1.4517,1.2,4.3863,weibull,,fleet,1.0,True
"McGoogan Farm, LLC",UNATTRIBUTED,3,10.335,36,0.061002,0.02243,0.632314,0.632314,1.8969,1.2,4.3863,weibull,,fleet,1.0,True
McGrigor Farm Solar,TRACKER,3,6.168,12,0.828625,0.801771,0.032409,0.032409,0.0972,1.0748,29.209,weibull,,fleet,1.0,True
McGrigor Farm Solar,TRACKER,3,6.168,24,0.828625,0.775518,0.064092,0.064092,0.1923,1.0748,29.209,weibull,,fleet,1.0,True
McGrigor Farm Solar,TRACKER,3,6.168,36,0.828625,0.749894,0.095015,0.095015,0.285,1.0748,29.209,weibull,,fleet,1.0,True
McHenry Solar,BLOCK_OUTAGE,1,4.167,12,0.67062,0.600856,0.104029,0.104029,0.104,1.1292,9.3899,weibull,,fleet,0.833,True
McHenry Solar,BLOCK_OUTAGE,1,4.167,24,0.67062,0.536845,0.199479,0.199479,0.1995,1.1292,9.3899,weibull,,fleet,0.833,True
McHenry Solar,BLOCK_OUTAGE,1,4.167,36,0.67062,0.478507,0.286471,0.286471,0.2865,1.1292,9.3899,weibull,,fleet,0.833,True
McGraw Hill Solar,BOS_INTERMITTENT,6,14.001,12,0.095073,0.075953,0.201113,0.201113,1.2067,1.3211,7.3259,weibull,,fleet,1.0,True
McGraw Hill Solar,BOS_INTERMITTENT,6,14.001,24,0.095073,0.060383,0.364874,0.364874,2.1892,1.3211,7.3259,weibull,,fleet,1.0,True
McGraw Hill Solar,BOS_INTERMITTENT,6,14.001,36,0.095073,0.047783,0.49741,0.49741,2.9845,1.3211,7.3259,weibull,,fleet,1.0,True
McGraw Hill Solar,OUTAGE_FULL,6,14.001,12,0.396551,0.367318,0.073719,0.073719,0.4423,1.153,14.9815,weibull,,fleet,1.0,True
McGraw Hill Solar,OUTAGE_FULL,6,14.001,24,0.396551,0.339972,0.142678,0.142678,0.8561,1.153,14.9815,weibull,,fleet,1.0,True
McGraw Hill Solar,OUTAGE_FULL,6,14.001,36,0.396551,0.314429,0.207092,0.207092,1.2426,1.153,14.9815,weibull,,fleet,1.0,True
McGraw Hill Solar,SOILING,6,14.001,12,0.514894,0.485938,0.056236,0.056236,0.3374,1.2118,19.6348,weibull,,fleet,1.0,True
McGraw Hill Solar,SOILING,6,14.001,24,0.514894,0.458234,0.110043,0.110043,0.6603,1.2118,19.6348,weibull,,fleet,1.0,True
McGraw Hill Solar,SOILING,6,14.001,36,0.514894,0.43177,0.161438,0.161438,0.9686,1.2118,19.6348,weibull,,fleet,1.0,True
McGraw Hill Solar,TRACKER,6,14.001,12,0.635278,0.613478,0.034316,0.034316,0.2059,1.0748,29.209,weibull,,fleet,1.0,True
McGraw Hill Solar,TRACKER,6,14.001,24,0.635278,0.592322,0.067618,0.067618,0.4057,1.0748,29.209,weibull,,fleet,1.0,True
McGraw Hill Solar,TRACKER,6,14.001,36,0.635278,0.571802,0.099919,0.099919,0.5995,1.0748,29.209,weibull,,fleet,1.0,True
McGraw Hill Solar,UNATTRIBUTED,6,14.001,12,0.017844,0.012606,0.293532,0.293532,1.7612,1.2,4.3863,weibull,,fleet,1.0,True
McGraw Hill Solar,UNATTRIBUTED,6,14.001,24,0.017844,0.008865,0.503226,0.503226,3.0194,1.2,4.3863,weibull,,fleet,1.0,True
McGraw Hill Solar,UNATTRIBUTED,6,14.001,36,0.017844,0.006206,0.652224,0.652224,3.9133,1.2,4.3863,weibull,,fleet,1.0,True
McHenry Solar,OUTAGE_FULL,1,4.167,12,0.795581,0.745985,0.06234,0.06234,0.0623,1.153,14.9815,weibull,,fleet,0.833,True
McHenry Solar,OUTAGE_FULL,1,4.167,24,0.795581,0.69812,0.122502,0.122502,0.1225,1.153,14.9815,weibull,,fleet,0.833,True
McHenry Solar,OUTAGE_FULL,1,4.167,36,0.795581,0.652235,0.180178,0.180178,0.1802,1.153,14.9815,weibull,,fleet,0.833,True
McHenry Solar,SOILING,1,4.167,12,0.858282,0.820098,0.044489,0.044489,0.0445,1.2118,19.6348,weibull,,fleet,0.833,True
McHenry Solar,SOILING,1,4.167,24,0.858282,0.782113,0.088745,0.088745,0.0887,1.2118,19.6348,weibull,,fleet,0.833,True
McHenry Solar,SOILING,1,4.167,36,0.858282,0.744648,0.132397,0.132397,0.1324,1.2118,19.6348,weibull,,fleet,0.833,True
McHenry Solar,TRACKER,1,4.167,12,0.88398,0.856076,0.031566,0.031566,0.0316,1.0748,29.209,weibull,,fleet,0.833,True
McHenry Solar,TRACKER,1,4.167,24,0.88398,0.828663,0.062578,0.062578,0.0626,1.0748,29.209,weibull,,fleet,0.833,True
McHenry Solar,TRACKER,1,4.167,36,0.88398,0.801807,0.092958,0.092958,0.093,1.0748,29.209,weibull,,fleet,0.833,True
McHenry Solar,UNATTRIBUTED,1,4.167,12,0.390511,0.296056,0.241874,0.241874,0.2419,1.2,4.3863,weibull,,fleet,0.833,True
McHenry Solar,UNATTRIBUTED,1,4.167,24,0.390511,0.221994,0.431528,0.431528,0.4315,1.2,4.3863,weibull,,fleet,0.833,True
McHenry Solar,UNATTRIBUTED,1,4.167,36,0.390511,0.164881,0.57778,0.57778,0.5778,1.2,4.3863,weibull,,fleet,0.833,True
McGrigor Farm Solar,SOILING,3,6.168,12,0.782061,0.744597,0.047905,0.047905,0.1437,1.2118,19.6348,weibull,,fleet,1.0,True
McGrigor Farm Solar,SOILING,3,6.168,24,0.782061,0.707881,0.094853,0.094853,0.2846,1.2118,19.6348,weibull,,fleet,1.0,True
McGrigor Farm Solar,SOILING,3,6.168,36,0.782061,0.67208,0.14063,0.14063,0.4219,1.2118,19.6348,weibull,,fleet,1.0,True
"McDonough Solar 1, LLC CSG",TRACKER,2,4.999,12,0.860723,0.833222,0.031951,0.031951,0.0639,1.0748,29.209,weibull,,fleet,1.0,True
"McDonough Solar 1, LLC CSG",TRACKER,2,4.999,24,0.860723,0.80627,0.063265,0.063265,0.1265,1.0748,29.209,weibull,,fleet,1.0,True
"McDonough Solar 1, LLC CSG",TRACKER,2,4.999,36,0.860723,0.779912,0.093887,0.093887,0.1878,1.0748,29.209,weibull,,fleet,1.0,True
McFarland A Solar and Storage,BLOCK_OUTAGE,100,2.001,12,0.839833,0.758934,0.096327,0.096327,9.6327,1.1292,9.3899,weibull,,fleet,0.4,True
McFarland A Solar and Storage,BLOCK_OUTAGE,100,2.001,24,0.839833,0.682724,0.187072,0.187072,18.7072,1.1292,9.3899,weibull,,fleet,0.4,True
McFarland A Solar and Storage,BLOCK_OUTAGE,100,2.001,36,0.839833,0.612015,0.271266,0.271266,27.1266,1.1292,9.3899,weibull,,fleet,0.4,True
McKenzie Farm,OUTAGE_FULL,3,12.0,12,0.461052,0.427799,0.072123,0.072123,0.2164,1.153,14.9815,weibull,,fleet,1.0,True
McKenzie Farm,OUTAGE_FULL,3,12.0,24,0.461052,0.396593,0.139808,0.139808,0.4194,1.153,14.9815,weibull,,fleet,1.0,True
McKenzie Farm,OUTAGE_FULL,3,12.0,36,0.461052,0.367357,0.20322,0.20322,0.6097,1.153,14.9815,weibull,,fleet,1.0,True
McHenry Solar,BOS_INTERMITTENT,1,4.167,12,0.622165,0.532319,0.144408,0.144408,0.1444,1.3211,7.3259,weibull,,fleet,0.833,True
McHenry Solar,BOS_INTERMITTENT,1,4.167,24,0.622165,0.450892,0.275286,0.275286,0.2753,1.3211,7.3259,weibull,,fleet,0.833,True
McHenry Solar,BOS_INTERMITTENT,1,4.167,36,0.622165,0.378533,0.391587,0.391587,0.3916,1.3211,7.3259,weibull,,fleet,0.833,True
Mohonasen Central School District,BLOCK_OUTAGE,1,6.251,12,0.531759,0.473885,0.108835,0.108835,0.1088,1.1292,9.3899,weibull,,fleet,1.0,True
Mohonasen Central School District,BLOCK_OUTAGE,1,6.251,24,0.531759,0.421433,0.207473,0.207473,0.2075,1.1292,9.3899,weibull,,fleet,1.0,True
Mohonasen Central School District,BLOCK_OUTAGE,1,6.251,36,0.531759,0.374092,0.2965,0.2965,0.2965,1.1292,9.3899,weibull,,fleet,1.0,True
McFarland A Solar and Storage,TRACKER,100,2.001,12,0.945475,0.916979,0.030139,0.030139,3.0139,1.0748,29.209,weibull,,fleet,0.4,True
McFarland A Solar and Storage,TRACKER,100,2.001,24,0.945475,0.888643,0.06011,0.06011,6.011,1.0748,29.209,weibull,,fleet,0.4,True
McFarland A Solar and Storage,TRACKER,100,2.001,36,0.945475,0.860666,0.0897,0.0897,8.97,1.0748,29.209,weibull,,fleet,0.4,True
"McDonough Solar 1, LLC CSG",BOS_INTERMITTENT,2,4.999,12,0.546828,0.463921,0.151614,0.151614,0.3032,1.3211,7.3259,weibull,,fleet,1.0,True
"McDonough Solar 1, LLC CSG",BOS_INTERMITTENT,2,4.999,24,0.546828,0.390028,0.286745,0.286745,0.5735,1.3211,7.3259,weibull,,fleet,1.0,True
"McDonough Solar 1, LLC CSG",BOS_INTERMITTENT,2,4.999,36,0.546828,0.325237,0.405231,0.405231,0.8105,1.3211,7.3259,weibull,,fleet,1.0,True
"McDonough Solar 1, LLC CSG",SOILING,2,4.999,12,0.826497,0.788454,0.04603,0.04603,0.0921,1.2118,19.6348,weibull,,fleet,1.0,True
"McDonough Solar 1, LLC CSG",SOILING,2,4.999,24,0.826497,0.750883,0.091487,0.091487,0.183,1.2118,19.6348,weibull,,fleet,1.0,True
"McDonough Solar 1, LLC CSG",SOILING,2,4.999,36,0.826497,0.714028,0.13608,0.13608,0.2722,1.2118,19.6348,weibull,,fleet,1.0,True
Mohawk View Solar,BLOCK_OUTAGE,3,4.167,12,0.67062,0.600856,0.104029,0.104029,0.3121,1.1292,9.3899,weibull,,fleet,0.783,True
Mohawk View Solar,BLOCK_OUTAGE,3,4.167,24,0.67062,0.536845,0.199479,0.199479,0.5984,1.1292,9.3899,weibull,,fleet,0.783,True
Mohawk View Solar,BLOCK_OUTAGE,3,4.167,36,0.67062,0.478507,0.286471,0.286471,0.8594,1.1292,9.3899,weibull,,fleet,0.783,True
Mohave Electric Cooperative at Joy Lane,SOILING,6,9.166,12,0.672152,0.637385,0.051726,0.051726,0.3104,1.2118,19.6348,weibull,,fleet,1.0,True
Mohave Electric Cooperative at Joy Lane,SOILING,6,9.166,24,0.672152,0.603739,0.101782,0.101782,0.6107,1.2118,19.6348,weibull,,fleet,1.0,True
Mohave Electric Cooperative at Joy Lane,SOILING,6,9.166,36,0.672152,0.571275,0.150081,0.150081,0.9005,1.2118,19.6348,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,BLOCK_OUTAGE,5,10.916,12,0.305642,0.270179,0.116025,0.116025,0.5801,1.1292,9.3899,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,BLOCK_OUTAGE,5,10.916,24,0.305642,0.23851,0.21964,0.21964,1.0982,1.1292,9.3899,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,BLOCK_OUTAGE,5,10.916,36,0.305642,0.210289,0.311973,0.311973,1.5599,1.1292,9.3899,weibull,,fleet,1.0,True
Mocksville Farm,SOILING,3,13.081,12,0.542635,0.512529,0.055482,0.055482,0.1664,1.2118,19.6348,weibull,,fleet,1.0,True
Mocksville Farm,SOILING,3,13.081,24,0.542635,0.483674,0.108658,0.108658,0.326,1.2118,19.6348,weibull,,fleet,1.0,True
Mocksville Farm,SOILING,3,13.081,36,0.542635,0.456069,0.15953,0.15953,0.4786,1.2118,19.6348,weibull,,fleet,1.0,True
Mocksville Farm,TRACKER,3,13.081,12,0.655908,0.633508,0.034151,0.034151,0.1025,1.0748,29.209,weibull,,fleet,1.0,True
Mocksville Farm,TRACKER,3,13.081,24,0.655908,0.61176,0.067309,0.067309,0.2019,1.0748,29.209,weibull,,fleet,1.0,True
Mocksville Farm,TRACKER,3,13.081,36,0.655908,0.590655,0.099485,0.099485,0.2985,1.0748,29.209,weibull,,fleet,1.0,True
Mocksville Farm,UNATTRIBUTED,3,13.081,12,0.024459,0.017358,0.290327,0.290327,0.871,1.2,4.3863,weibull,,fleet,1.0,True
Mocksville Farm,UNATTRIBUTED,3,13.081,24,0.024459,0.012258,0.49883,0.49883,1.4965,1.2,4.3863,weibull,,fleet,1.0,True
Mocksville Farm,UNATTRIBUTED,3,13.081,36,0.024459,0.008616,0.647716,0.647716,1.9431,1.2,4.3863,weibull,,fleet,1.0,True
Mocksville Solar,BLOCK_OUTAGE,8,8.999,12,0.385522,0.34178,0.113462,0.113462,0.9077,1.1292,9.3899,weibull,,fleet,1.0,True
Mocksville Solar,BLOCK_OUTAGE,8,8.999,24,0.385522,0.302526,0.215282,0.215282,1.7223,1.1292,9.3899,weibull,,fleet,1.0,True
Mocksville Solar,BLOCK_OUTAGE,8,8.999,36,0.385522,0.267395,0.30641,0.30641,2.4513,1.1292,9.3899,weibull,,fleet,1.0,True
Mohave Electric at Fort Mohave,OUTAGE_FULL,9,10.669,12,0.508584,0.472507,0.070936,0.070936,0.6384,1.153,14.9815,weibull,,fleet,1.0,True
Mohave Electric at Fort Mohave,OUTAGE_FULL,9,10.669,24,0.508584,0.438562,0.137679,0.137679,1.2391,1.153,14.9815,weibull,,fleet,1.0,True
Mohave Electric at Fort Mohave,OUTAGE_FULL,9,10.669,36,0.508584,0.406687,0.200353,0.200353,1.8032,1.153,14.9815,weibull,,fleet,1.0,True
Mohave Electric at Fort Mohave,SOILING,9,10.669,12,0.620314,0.587257,0.053291,0.053291,0.4796,1.2118,19.6348,weibull,,fleet,1.0,True
Mohave Electric at Fort Mohave,SOILING,9,10.669,24,0.620314,0.555403,0.104642,0.104642,0.9418,1.2118,19.6348,weibull,,fleet,1.0,True
Mohave Electric at Fort Mohave,SOILING,9,10.669,36,0.620314,0.524783,0.154004,0.154004,1.386,1.2118,19.6348,weibull,,fleet,1.0,True
Mohave Electric at Fort Mohave,TRACKER,9,10.669,12,0.712649,0.688658,0.033663,0.033663,0.303,1.0748,29.209,weibull,,fleet,1.0,True
Mohave Electric at Fort Mohave,TRACKER,9,10.669,24,0.712649,0.665329,0.0664,0.0664,0.5976,1.0748,29.209,weibull,,fleet,1.0,True
Mohave Electric at Fort Mohave,TRACKER,9,10.669,36,0.712649,0.642659,0.098211,0.098211,0.8839,1.0748,29.209,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,UNATTRIBUTED,5,10.916,12,0.05047,0.036239,0.281964,0.281964,1.4098,1.2,4.3863,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,UNATTRIBUTED,5,10.916,24,0.05047,0.025876,0.48731,0.48731,2.4366,1.2,4.3863,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,UNATTRIBUTED,5,10.916,36,0.05047,0.018379,0.635852,0.635852,3.1793,1.2,4.3863,weibull,,fleet,1.0,True
McLeod Community Solar One LLC CSG,OUTAGE_FULL,1,6.001,12,0.705917,0.659692,0.065482,0.065482,0.0655,1.153,14.9815,weibull,,fleet,1.0,True
McLeod Community Solar One LLC CSG,OUTAGE_FULL,1,6.001,24,0.705917,0.615569,0.127987,0.127987,0.128,1.153,14.9815,weibull,,fleet,1.0,True
McLeod Community Solar One LLC CSG,OUTAGE_FULL,1,6.001,36,0.705917,0.573628,0.1874,0.1874,0.1874,1.153,14.9815,weibull,,fleet,1.0,True
McLeod Community Solar One LLC CSG,SOILING,1,6.001,12,0.788376,0.750807,0.047654,0.047654,0.0477,1.2118,19.6348,weibull,,fleet,1.0,True
McLeod Community Solar One LLC CSG,SOILING,1,6.001,24,0.788376,0.713953,0.094401,0.094401,0.0944,1.2118,19.6348,weibull,,fleet,1.0,True
McLeod Community Solar One LLC CSG,SOILING,1,6.001,36,0.788376,0.67799,0.140018,0.140018,0.14,1.2118,19.6348,weibull,,fleet,1.0,True
McLeod Community Solar One LLC CSG,TRACKER,1,6.001,12,0.833166,0.806215,0.032348,0.032348,0.0323,1.0748,29.209,weibull,,fleet,1.0,True
McLeod Community Solar One LLC CSG,TRACKER,1,6.001,24,0.833166,0.779859,0.063982,0.063982,0.064,1.0748,29.209,weibull,,fleet,1.0,True
McLeod Community Solar One LLC CSG,TRACKER,1,6.001,36,0.833166,0.754128,0.094864,0.094864,0.0949,1.0748,29.209,weibull,,fleet,1.0,True
Mocksville Solar,UNATTRIBUTED,8,8.999,12,0.093593,0.068012,0.273324,0.273324,2.1866,1.2,4.3863,weibull,,fleet,1.0,True
Mocksville Solar,UNATTRIBUTED,8,8.999,24,0.093593,0.049104,0.475342,0.475342,3.8027,1.2,4.3863,weibull,,fleet,1.0,True
Mocksville Solar,UNATTRIBUTED,8,8.999,36,0.093593,0.035242,0.623459,0.623459,4.9877,1.2,4.3863,weibull,,fleet,1.0,True
Modlin Solar Farm,BLOCK_OUTAGE,3,9.333,12,0.37039,0.328188,0.11394,0.11394,0.3418,1.1292,9.3899,weibull,,fleet,1.0,True
Modlin Solar Farm,BLOCK_OUTAGE,3,9.333,24,0.37039,0.290351,0.216093,0.216093,0.6483,1.1292,9.3899,weibull,,fleet,1.0,True
Modlin Solar Farm,BLOCK_OUTAGE,3,9.333,36,0.37039,0.256516,0.307444,0.307444,0.9223,1.1292,9.3899,weibull,,fleet,1.0,True
Mocksville Farm,OUTAGE_FULL,3,13.081,12,0.425182,0.394139,0.073011,0.073011,0.219,1.153,14.9815,weibull,,fleet,1.0,True
Mocksville Farm,OUTAGE_FULL,3,13.081,24,0.425182,0.36506,0.141403,0.141403,0.4242,1.153,14.9815,weibull,,fleet,1.0,True
Mocksville Farm,OUTAGE_FULL,3,13.081,36,0.425182,0.337862,0.205371,0.205371,0.6161,1.153,14.9815,weibull,,fleet,1.0,True
Meadow Solar,BLOCK_OUTAGE,2,8.999,12,0.385522,0.34178,0.113462,0.113462,0.2269,1.1292,9.3899,weibull,,fleet,1.0,True
Meadow Solar,BLOCK_OUTAGE,2,8.999,24,0.385522,0.302526,0.215282,0.215282,0.4306,1.1292,9.3899,weibull,,fleet,1.0,True
Meadow Solar,BLOCK_OUTAGE,2,8.999,36,0.385522,0.267395,0.30641,0.30641,0.6128,1.1292,9.3899,weibull,,fleet,1.0,True
Meadow Solar,OUTAGE_FULL,2,8.999,12,0.573712,0.533976,0.06926,0.06926,0.1385,1.153,14.9815,weibull,,fleet,1.0,True
Meadow Solar,OUTAGE_FULL,2,8.999,24,0.573712,0.496442,0.134683,0.134683,0.2694,1.153,14.9815,weibull,,fleet,1.0,True
Meadow Solar,OUTAGE_FULL,2,8.999,36,0.573712,0.461075,0.19633,0.19633,0.3927,1.153,14.9815,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,OUTAGE_FULL,5,10.916,12,0.499493,0.463947,0.071165,0.071165,0.3558,1.153,14.9815,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,OUTAGE_FULL,5,10.916,24,0.499493,0.430519,0.138089,0.138089,0.6904,1.153,14.9815,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,OUTAGE_FULL,5,10.916,36,0.499493,0.399143,0.200904,0.200904,1.0045,1.153,14.9815,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,SOILING,5,10.916,12,0.612059,0.579294,0.053532,0.053532,0.2677,1.2118,19.6348,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,SOILING,5,10.916,24,0.612059,0.547743,0.105082,0.105082,0.5254,1.2118,19.6348,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,SOILING,5,10.916,36,0.612059,0.517429,0.154609,0.154609,0.773,1.2118,19.6348,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,TRACKER,5,10.916,12,0.706676,0.682849,0.033718,0.033718,0.1686,1.0748,29.209,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,TRACKER,5,10.916,24,0.706676,0.659682,0.0665,0.0665,0.3325,1.0748,29.209,weibull,,fleet,1.0,True
Meadow Lake Solar Energy Center,TRACKER,5,10.916,36,0.706676,0.637173,0.098351,0.098351,0.4918,1.0748,29.209,weibull,,fleet,1.0,True
Modlin Solar Farm,OUTAGE_FULL,3,9.333,12,0.560193,0.521196,0.069615,0.069615,0.2088,1.153,14.9815,weibull,,fleet,1.0,True
Modlin Solar Farm,OUTAGE_FULL,3,9.333,24,0.560193,0.48439,0.135316,0.135316,0.4059,1.153,14.9815,weibull,,fleet,1.0,True
Modlin Solar Farm,OUTAGE_FULL,3,9.333,36,0.560193,0.449736,0.197178,0.197178,0.5915,1.153,14.9815,weibull,,fleet,1.0,True
Modlin Solar Farm,SOILING,3,9.333,12,0.666271,0.631686,0.051909,0.051909,0.1557,1.2118,19.6348,weibull,,fleet,1.0,True
Modlin Solar Farm,SOILING,3,9.333,24,0.666271,0.598234,0.102117,0.102117,0.3063,1.2118,19.6348,weibull,,fleet,1.0,True
Modlin Solar Farm,SOILING,3,9.333,36,0.666271,0.565971,0.150539,0.150539,0.4516,1.2118,19.6348,weibull,,fleet,1.0,True
Modlin Solar Farm,TRACKER,3,9.333,12,0.745729,0.720859,0.033349,0.033349,0.1,1.0748,29.209,weibull,,fleet,1.0,True
Modlin Solar Farm,TRACKER,3,9.333,24,0.745729,0.696647,0.065817,0.065817,0.1975,1.0748,29.209,weibull,,fleet,1.0,True
Modlin Solar Farm,TRACKER,3,9.333,36,0.745729,0.673096,0.097399,0.097399,0.2922,1.0748,29.209,weibull,,fleet,1.0,True
Modlin Solar Farm,UNATTRIBUTED,3,9.333,12,0.084189,0.061043,0.274933,0.274933,0.8248,1.2,4.3863,weibull,,fleet,1.0,True
Modlin Solar Farm,UNATTRIBUTED,3,9.333,24,0.084189,0.043982,0.477575,0.477575,1.4327,1.2,4.3863,weibull,,fleet,1.0,True
Modlin Solar Farm,UNATTRIBUTED,3,9.333,36,0.084189,0.031506,0.625775,0.625775,1.8773,1.2,4.3863,weibull,,fleet,1.0,True
Mocksville Solar,OUTAGE_FULL,8,8.999,12,0.573712,0.533976,0.06926,0.06926,0.5541,1.153,14.9815,weibull,,fleet,1.0,True
Mocksville Solar,OUTAGE_FULL,8,8.999,24,0.573712,0.496442,0.134683,0.134683,1.0775,1.153,14.9815,weibull,,fleet,1.0,True
Mocksville Solar,OUTAGE_FULL,8,8.999,36,0.573712,0.461075,0.19633,0.19633,1.5706,1.153,14.9815,weibull,,fleet,1.0,True
Mocksville Solar,SOILING,8,8.999,12,0.678063,0.643115,0.05154,0.05154,0.4123,1.2118,19.6348,weibull,,fleet,1.0,True
Mocksville Solar,SOILING,8,8.999,24,0.678063,0.609277,0.101444,0.101444,0.8115,1.2118,19.6348,weibull,,fleet,1.0,True
Mocksville Solar,SOILING,8,8.999,36,0.678063,0.576613,0.149617,0.149617,1.1969,1.2118,19.6348,weibull,,fleet,1.0,True
Mocksville Solar,TRACKER,8,8.999,12,0.754181,0.729093,0.033265,0.033265,0.2661,1.0748,29.209,weibull,,fleet,1.0,True
Mocksville Solar,TRACKER,8,8.999,24,0.754181,0.704661,0.06566,0.06566,0.5253,1.0748,29.209,weibull,,fleet,1.0,True
Mocksville Solar,TRACKER,8,8.999,36,0.754181,0.680889,0.097181,0.097181,0.7774,1.0748,29.209,weibull,,fleet,1.0,True
Mitchell Creek,OUTAGE_FULL,42,1.081,12,0.952866,0.902381,0.052982,0.052982,2.2252,1.153,14.9815,weibull,,fleet,0.216,True
Mitchell Creek,OUTAGE_FULL,42,1.081,24,0.952866,0.850887,0.107024,0.107024,4.495,1.153,14.9815,weibull,,fleet,0.216,True
Mitchell Creek,OUTAGE_FULL,42,1.081,36,0.952866,0.799893,0.16054,0.16054,6.7427,1.153,14.9815,weibull,,fleet,0.216,True
Mitchell Creek,SOILING,42,1.081,12,0.970636,0.936227,0.03545,0.03545,1.4889,1.2118,19.6348,weibull,,fleet,0.216,True
Mitchell Creek,SOILING,42,1.081,24,0.970636,0.899414,0.073376,0.073376,3.0818,1.2118,19.6348,weibull,,fleet,0.216,True
Mitchell Creek,SOILING,42,1.081,36,0.970636,0.861544,0.112392,0.112392,4.7205,1.2118,19.6348,weibull,,fleet,0.216,True
Mitchell Creek,TRACKER,42,1.081,12,0.971482,0.943195,0.029117,0.029117,1.2229,1.0748,29.209,weibull,,fleet,0.216,True
Mitchell Creek,TRACKER,42,1.081,24,0.971482,0.914701,0.058448,0.058448,2.4548,1.0748,29.209,weibull,,fleet,0.216,True
Mitchell Creek,TRACKER,42,1.081,36,0.971482,0.886387,0.087593,0.087593,3.6789,1.0748,29.209,weibull,,fleet,0.216,True
Mitchell Creek,UNATTRIBUTED,42,1.081,12,0.829999,0.664444,0.199464,0.199464,8.3775,1.2,4.3863,weibull,,fleet,0.216,True
Mitchell Creek,UNATTRIBUTED,42,1.081,24,0.829999,0.519644,0.373922,0.373922,15.7047,1.2,4.3863,weibull,,fleet,0.216,True
